,Unnamed: 0,Name,Category,total_revenue2018,total_revenue2019,total_revenue2020,operating_income2018,operating_income2019,operating_income2020,net_income2018,net_income2019,net_income2020,diluted_EPS2018,diluted_EPS2019,diluted_EPS2020,EBITDA2018,EBITDA2019,EBITDA2020,total_assets2018,total_assets2019,total_assets2020,total_liability2018,total_liability2019,total_liability2020,total_equity2018,total_equity2019,total_equity2020,total_liability_shareholders2018,total_liability_shareholders2019,total_liability_shareholders2020,total_debt2018,total_debt2019,total_debt2020,book_value2018,book_value2019,book_value2020,cash_operating2018,cash_operating2019,cash_operating2020,cash_investing2018,cash_investing2019,cash_investing2020,cash_financing2018,cash_financing2019,cash_financing2020,free_cash_flow2018,free_cash_flow2019,free_cash_flow2020,price_to_earning2018,price_to_earning2019,price_to_earning2020,price_to_sales2018,price_to_sales2019,price_to_sales2020,price_to_cash_flow2018,price_to_cash_flow2019,price_to_cash_flow2020,price_to_book2018,price_to_book2019,price_to_book2020,entreprise_value2018,entreprise_value2019,entreprise_value2020,entreprise_value_EBITDA2018,entreprise_value_EBITDA2019,entreprise_value_EBITDA2020,return_asset2018,return_asset2019,return_asset2020,return_equity2018,return_equity2019,return_equity2020,return_capital2018,return_capital2019,return_capital2020,gross_margin2018,gross_margin2019,gross_margin2020,operating_margin2018,operating_margin2019,operating_margin2020,EBITDA_margin2018,EBITDA_margin2019,EBITDA_margin2020,net_margin2018,net_margin2019,net_margin2020,quick_ratio2018,quick_ratio2019,quick_ratio2020,current_ratio2018,current_ratio2019,current_ratio2020,inventory_turnover2018,inventory_turnover2019,inventory_turnover2020,asset_turnover2018,asset_turnover2019,asset_turnover2020,debt_assets2018,debt_assets2019,debt_assets2020,debt_equity2018,debt_equity2019,debt_equity2020,long_term_debt2018,long_term_debt2019,long_term_debt2020
19,19,ANGN,pharma_major,4.03M,1.49M,2.88M,14.34M,38.59M,55.27M,20.02M,40.66M,80.11M,0.85,1.38,0.85,14.34M,38.09M,54.65M,26.63M,11.89M,47.35M,7.72M,30.47M,137.80M,18.91M,18.59M,90.45M,26.63M,11.89M,47.35M,0,10.78M,85.04M,0.64,0.63,3.07,8.02M,24.50M,22.33M,0,242.00K,41.00K,31.74M,4.80M,51.85M,8.02M,24.74M,22.37M,,,,,,,,,,,,,,,,,,,,211.13,270.48,,25.02K,,,1.93K,,90.62,56.96,58.68,355.97,2.60K,1.92K,355.92,2.56K,1.90K,497.02,2.73K,2.78K,3.49,0.23,0.38,3.49,0.23,0.38,,,,,0.08,0.1,0,0.91,1.8,0,0.58,0.94,0,0.33,0.09
20,20,ANNX,pharma_major,0,0,0,19.15M,32.52M,63.47M,18.30M,37.18M,63.41M,0.48,1,0.48,18.66M,32.02M,62.80M,48.15M,49.90M,355.95M,112.35M,6.37M,11.67M,64.20M,43.53M,344.28M,48.15M,49.90M,355.95M,107.22M,0,0,1.68,2.63,9.02,17.19M,28.36M,53.09M,17.00K,267.00K,83.16M,58.46M,28.39M,360.88M,17.21M,28.63M,53.55M,,,,,,,,,,,,2.77,,,73.36M,,,,65.41,75.85,31.25,,,32.7,79.97,85.92,32.7,,,,,,,,,,,,,13.74,9.21,33.33,13.74,9.21,33.33,,,,0,0,0,2.23,0,0,1.67,0,0,2.23,0,0
21,21,ANVS,pharma_major,0,0,0,713.94K,1.61M,6.64M,713.87K,990.98K,5.46M,0.1,0.14,0.1,713.94K,1.61M,6.64M,50.99K,1.12M,8.12M,567.94K,2.62M,578.38K,516.95K,1.50M,7.54M,50.99K,1.12M,8.12M,0,499.81K,0,1.11,1.25,1.09,558.61K,476.54K,3.97M,0,0,0,246.45K,443.09K,12.04M,558.61K,476.54K,3.97M,,,,,,,,,,,,6.89,,,39.49M,,,,349.12,169.67,118.27,,,180.82,,,167,,,,,,,,,,,,,0.09,0.37,14.04,0.09,0.37,14.04,,,,0,0,0,0,0.45,0,0,0.33,0,0,0.45,0
22,22,APLS,pharma_major,0,0,250.65M,127.92M,288.02M,213.73M,127.50M,304.71M,344.87M,2.34,4.9,2.34,,287.42M,212.87M,203.53M,389.24M,960.57M,42.56M,355.02M,756.01M,160.97M,34.23M,204.56M,203.53M,389.24M,960.57M,27.04M,157.03M,377.73M,2.86,0.54,2.69,131.26M,211.14M,160.49M,0,1.69M,316.99M,131.92M,388.54M,692.18M,131.26M,212.83M,165.91M,,,,,,17.15,,,,4.61,57.2,21.29,568.27M,1.71B,3.80B,,,,66.12,102.81,51.1,82.28,312.2,288.86,70.5,162.51,89.9,,,,,,85.27,,,84.93,,,137.59,11.89,5.67,7.15,11.89,5.67,7.15,,,,0,0,0.37,0.13,0.4,0.39,0.17,4.59,1.85,0.12,0.4,0.39
23,23,APLT,pharma_major,0,0,0,13.52M,45.58M,94.47M,16.52M,45.51M,93.96M,0.94,3.55,0.94,13.52M,45.56M,94.09M,20.25M,48.39M,104.51M,4.43M,15.78M,22.57M,15.82M,32.61M,81.94M,20.25M,48.39M,104.51M,0,2.04M,1.74M,1.11,1.76,3.64,11.18M,36.31M,78.21M,0,20.01M,19.47M,26.65M,56.41M,136.29M,11.18M,36.31M,78.21M,,,,,,,,,,,15.5,6.04,,313.22M,388.39M,,,,140.41,132.62,122.91,182.44,187.97,164.06,182.44,181.66,159.85,,,,,,,,,,,,,4.5,3.27,4.83,4.5,3.27,4.83,,,,0,0,0,0,0.04,0.02,0,0.06,0.02,0,0.03,0.01
24,24,APM,pharma_major,383.45K,535.17K,911.51K,10.33M,18.20M,19.89M,14.83M,18.69M,7.07M,0.53,0.64,0.53,9.65M,16.90M,18.56M,45.07M,23.95M,44.23M,12.33M,9.10M,6.08M,32.75M,14.85M,38.15M,45.07M,23.95M,44.23M,10.33M,6.52M,2.84M,1.14,0.56,1.23,9.96M,13.52M,15.86M,6.06M,108.06K,1.84M,25.40M,7.18M,12.35M,15.60M,14.36M,16.02M,,,12.34,1.10K,859.14,85.45,,,,13.28,28.13,2.01,406.39M,458.23M,45.03M,,,,38.71,54.14,20.73,46.82,75.54,24.29,46.71,66.68,21.15,160.87,291.31,157.78,2.69K,3.40K,2.18K,2.52K,3.16K,2.04K,3.87K,3.49K,775.29,2.35,2.99,8.69,2.36,3,8.7,65.29,64.61,64.1,0.01,0.02,0.03,0.23,0.27,0.06,0.32,0.44,0.07,0,0.27,0.05
25,25,APRE,pharma_major,0,0,0,16.49M,29.54M,52.81M,15.53M,28.06M,53.48M,0.75,4.67,0.75,16.48M,29.37M,52.58M,66.02M,133.61M,92.81M,4.87M,9.36M,15.41M,61.15M,124.24M,77.40M,66.02M,133.61M,92.81M,0,544.95K,335.16K,2.95,5.91,3.65,15.25M,26.71M,41.80M,3.70K,30.90K,25.71K,56.37M,92.58M,150.95K,15.25M,26.74M,41.83M,,,,,,,,,,,7.76,1.35,,145.91M,15.29M,,,,34.21,28.11,47.24,38.05,30.27,53.04,38.05,30.22,52.94,,,,,,,,,,,,,13.56,14.68,6.03,13.56,14.68,6.03,,,,0,0,0,0,0,0,0,0,0,0,0,0
26,26,AQST,pharma_major,67.43M,52.61M,45.85M,48.93M,52.67M,42.89M,61.38M,66.25M,55.78M,2.96,2.61,2.96,45.59M,49.62M,39.28M,86.85M,78.48M,62.88M,76.77M,84.60M,111.38M,10.08M,6.12M,48.50M,86.85M,78.48M,62.88M,47.20M,60.34M,89.45M,0.4,0.18,1.4,17.76M,60.21M,45.46M,1.82M,663.00K,517.00K,62.80M,49.60M,28.46M,19.58M,60.87M,45.98M,,,,1.94,2.81,3.93,,,,15.6,,,117.17M,158.58M,237.68M,,,,94.45,80.14,78.92,,3.35K,,171.21,123.94,123.39,68.87,61.3,71.72,72.57,100.11,93.55,67.62,94.32,85.68,91.02,125.92,121.67,2.09,3.53,2,2.25,3.68,2.11,4.44,4.91,4.87,1.04,0.64,0.65,0.54,0.77,1.42,4.68,9.86,1.84,0.49,0.77,1.35
27,27,ARCT,pharma_major,15.75M,20.79M,9.54M,21.81M,25.51M,80.22M,21.79M,25.99M,72.15M,2.16,2.15,2.16,21.23M,24.83M,79.34M,44.20M,82.14M,476.46M,30.56M,56.35M,79.90M,13.64M,25.79M,396.55M,44.20M,82.14M,476.46M,9.91M,20.67M,20.75M,1.27,1.7,15.14,20.76M,6.45M,42.86M,22.13M,818.00K,1.74M,10.20M,41.91M,436.15M,22.24M,7.26M,44.60M,,,,2.9,6.31,92.34,,,,3.56,6.38,2.87,18.81M,80.51M,438.69M,,,,35.47,41.14,25.83,91.85,131.82,34.17,75.98,75.13,31.36,,,,138.46,122.72,841.01,134.76,119.43,831.76,138.29,125.02,756.35,3.33,3.48,9.45,3.33,3.48,9.45,,,,0.26,0.33,0.03,0.22,0.25,0.04,0.73,0.8,0.05,0.22,0.24,0.04
28,28,ARDS,pharma_major,2.76M,1.02M,1.00M,24.12M,29.09M,22.40M,22.11M,29.68M,22.33M,7.46,3.51,7.46,23.84M,28.75M,22.06M,31.61M,27.97M,15.12M,5.30M,24.33M,23.80M,26.31M,3.64M,8.68M,31.61M,27.97M,15.12M,0,0,715.00K,3.25,0.41,0.86,24.27M,8.16M,20.48M,1.68M,174.00K,367.00K,25.09M,4.99M,8.68M,24.95M,8.16M,20.84M,,,,12.66,36.83,55.65,,,,3.42,10.92,,10.66M,16.74M,48.14M,,,,76.11,99.64,103.67,117.11,198.2,,117.11,198.2,,,,,874.76,2.85K,2.24K,864.56,2.81K,2.21K,801.78,2.90K,2.23K,5.35,1.34,0.48,5.35,1.34,0.48,,,,0.09,0.03,0.05,0,0,0.05,0,0,0.08,0,0,0.02
29,29,ARQT,pharma_major,0,0,0,19.73M,43.13M,136.65M,19.25M,42.00M,135.68M,0.53,1.1,0.53,19.73M,42.94M,136.19M,51.10M,107.01M,298.27M,2.83M,5.55M,27.65M,48.27M,101.46M,270.62M,51.10M,107.01M,298.27M,0,307.00K,4.96M,0.66,1.71,6.24,14.09M,44.15M,113.03M,11.53M,26.32M,181.82M,61.59M,94.42M,298.14M,14.09M,44.45M,113.35M,,,,,,,,,,,,4.5,,,722.33M,,,,70.12,53.12,66.96,76.37,56.1,72.93,76.37,56.05,71.94,,,,,,,,,,,,,19.12,20,12.96,19.12,20,12.96,,,,0,0,0,0,0,0.02,0,0,0.02,0,0,0.02
30,30,ASND,pharma_major,12.48M,14.97M,7.93M,182.57M,253.75M,376.90M,153.48M,244.01M,477.60M,3.74,5.25,3.74,181.54M,246.27M,366.13M,364.63M,759.63M,1.20B,44.49M,89.37M,172.62M,320.14M,670.26M,1.03B,364.63M,759.63M,1.20B,0,41.10M,112.54M,7.6,13.97,19.09,163.75M,196.92M,309.56M,3.12M,5.77M,331.96M,239.80M,552.45M,687.01M,166.88M,202.69M,332.20M,,,,206.2,432.2,1.07K,,,,8.25,9.96,8.74,2.26B,5.84B,7.67B,,,,49.67,43.41,48.77,56.33,49.28,56.31,56.33,47.62,52.05,,,,1.46K,1.70K,4.76K,1.45K,1.65K,4.62K,1.23K,1.63K,6.03K,7.53,12.74,14.02,7.53,12.74,14.02,,,,0.04,0.03,0.01,0,0.05,0.09,0,0.06,0.11,0,0.05,0.09
31,31,ASRT,pharma_major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,ATNX,pharma_major,89.10M,101.23M,144.39M,102.02M,119.33M,123.72M,117.44M,123.75M,146.18M,1.82,1.67,1.82,98.75M,115.52M,119.23M,232.02M,310.79M,385.24M,103.25M,134.94M,219.89M,128.77M,175.85M,165.35M,232.02M,310.79M,385.24M,46.76M,63.88M,158.13M,2.08,2.31,1.92,109.39M,97.46M,131.24M,48.96M,7.50M,118.77M,169.03M,167.45M,209.23M,112.71M,111.03M,144.50M,,,,9.2,11.17,6.52,,,,6.1,6.62,5.75,748.40M,1.02B,859.99M,,,,62.9,45.6,42,102.39,75.55,79.45,85.2,57.11,50.33,47.24,31.23,33.96,114.5,117.88,85.69,110.83,114.11,82.58,131.81,122.25,101.24,2.75,2.77,4.23,3.31,3.23,4.7,2.07,2.27,3.1,0.48,0.37,0.41,0.2,0.21,0.41,0.36,0.36,0.96,0.2,0.19,0.4
33,33,ATXI,pharma_major,0,0,0,21.82M,26.27M,5.21M,21.55M,25.91M,5.15M,2.1,1.65,2.1,,26.27M,5.21M,4.53M,8.91M,3.25M,5.16M,2.12M,886.00K,631.00K,6.80M,2.36M,4.53M,8.91M,3.25M,0,0,0,0.06,0.41,0.14,18.22M,26.26M,4.61M,10.00M,0,1.00M,895.00K,32.33M,0,,26.26M,4.61M,,,,,,,,,,,23.55,42.24,52.62M,142.18M,95.08M,,,,161.44,385.54,84.72,229.86,839.94,112.48,229.86,839.94,112.48,,,,,,,,,,,,,0.55,4.22,3.66,0.55,4.22,3.66,,,,0,0,0,0,0,0,0,0,0,0,0,0
34,34,AVIR,pharma_major,0,0,48.63M,9.48M,14.61M,11.03M,9.06M,14.03M,10.95M,0.11,0.17,0.11,9.46M,14.59M,11.01M,34.86M,22.07M,863.63M,1.91M,2.53M,315.83M,32.95M,19.54M,547.80M,34.86M,22.07M,863.63M,0,0,0,0.44,0.6,6.65,7.91M,12.81M,296.73M,12.00K,2.00K,26.00K,27.48M,15.00K,531.75M,7.92M,12.82M,296.71M,,,,,,70.82,,,11.61,,,6.29,,,2.59B,,,,,49.3,2.47,,53.47,3.86,,53.47,3.86,,,,,,22.68,,,22.64,,,22.51,19.71,9,2.73,19.71,9,2.73,,,,,0,0.11,0,0,0,0,0,0,0,0,0
35,35,AYLA,pharma_major,0,2.33M,3.71M,9.04M,17.71M,29.78M,8.87M,17.79M,30.15M,0.68,1.37,0.68,8.99M,17.56M,29.59M,29.13M,20.05M,45.83M,50.98M,58.97M,7.43M,21.86M,38.92M,38.40M,29.13M,20.05M,45.83M,48.21M,53.67M,553.00K,1.68,2.99,3.02,6.37M,14.95M,27.54M,250.00K,1.58M,181.00K,25.42M,7.08M,52.92M,6.59M,16.28M,27.59M,,,,,,29.25,,,,,,3.65,,,66.91M,,,,,72.36,91.52,,,,,86.57,112.27,,38.52,4.91,,758.83,803.05,,752.4,798.14,,762.3,813,9.68,3.34,6.43,9.68,3.34,6.43,,,,,0.09,0.11,1.66,2.68,0.01,2.21,1.38,0.01,1.66,2.68,0.01
36,36,AYTU,pharma_major,7.32M,27.63M,65.63M,16.28M,17.92M,38.24M,27.13M,13.62M,58.29M,34.81,3.01,34.81,14.04M,13.33M,30.54M,34.72M,155.09M,276.57M,27.63M,60.08M,139.01M,7.09M,95.02M,137.57M,34.72M,155.09M,276.57M,0,15.52M,37.80M,4.04,7.55,5,13.83M,28.37M,25.96M,1.06M,5.66M,2.78M,19.08M,71.07M,30.31M,14.39M,28.37M,25.96M,,,,2.01,2.32,1.28,,,,4.68,1.88,1,3.44M,31.36M,71.80M,,,,97.28,8.78,27.15,264.54,14.34,50.12,264.54,12.74,45.97,40.74,53.78,35.33,222.35,64.86,58.26,191.8,48.24,46.53,370.64,49.29,88.81,2.6,2.27,0.81,2.87,2.62,0.96,3.12,1.28,3.22,0.26,0.18,0.31,0,0.1,0.14,0,0.16,0.27,0,0.08,0.03
37,37,AZN,pharma_major,22.09B,24.38B,27.59B,1.84B,2.81B,4.68B,2.15B,1.33B,3.20B,0.85,0.51,0.85,4.62B,5.59B,7.58B,60.65B,61.38B,66.73B,46.61B,46.78B,51.09B,14.04B,14.60B,15.64B,60.65B,61.38B,66.73B,19.11B,18.23B,20.38B,4.92,5,5.95,2.81B,3.09B,4.85B,770.00M,781.00M,332.00M,2.04B,1.76B,2.20B,1.77B,2.11B,3.88B,44.66,97.17,41.04,4.36,5.32,4.76,34.24,41.94,27.09,7.72,9.97,8.4,111.25B,143.21B,143.68B,24.11,25.62,18.95,3.48,2.19,4.99,15.71,10.43,22.23,7.14,4.51,10.15,71.78,72.35,74.01,8.31,11.51,16.98,20.89,22.92,27.47,9.76,5.47,11.58,0.78,0.68,0.76,0.95,0.86,0.96,2.1,2.22,1.99,0.36,0.4,0.43,0.32,0.3,0.31,1.36,1.25,1.3,0.29,0.26,0.27
38,38,BBI,pharma_major,10.89M,7.92M,1.82M,8.45M,24.47M,20.98M,9.24M,23.88M,20.91M,25.85,4.5,25.85,8.40M,24.34M,20.87M,8.75M,18.14M,33.63M,22.08M,10.57M,6.50M,13.33M,7.57M,27.14M,8.75M,18.14M,33.63M,4.64M,151.00K,511.00K,121.59,0.89,0.51,3.92M,35.98M,20.03M,12.00K,32.51M,4.48M,1.24M,2.64M,38.44M,3.90M,35.99M,20.06M,,,,0.45,0.57,10.5,1.24,,,0.53,1.68,1.54,59.71M,7.04M,10.47M,,,,105.57,67.75,80.78,28.94,84.76,120.5,28.94,84.66,119.75,56.78,,,77.62,309.06,1.15K,77.17,307.44,1.15K,84.83,301.59,1.15K,0.41,1.71,5.28,0.41,1.71,5.28,,,,1.24,0.22,0.07,0.53,0.01,0.02,0.35,0.02,0.02,0,0,0
39,39,BBLG,pharma_major,0,0,0,2.79M,2.45M,825.01K,4.43M,3.42M,1.82M,2.2,1.17,2.2,2.79M,2.45M,825.01K,1.04M,30.83K,0,9.64M,11.90M,13.69M,8.60M,11.87M,13.69M,1.04M,30.83K,0,9.00M,11.32M,11.72M,0.81,0.97,1.12,4.10M,3.25M,426.93K,0,0,0,4.37M,2.32M,402.79K,4.10M,3.25M,426.93K,,,,,,,,,,,,,83.43M,40.46M,66.31M,,,,482.52,639.23,11.84K,,,,,,,,,,,,,,,,,,,0.11,0.05,0,0.11,0.05,0,,,,0,0,0,8.65,367.21,,1.05,0.95,0.86,0,367.21,
40,40,BHVN,pharma_major,0,0,63.63M,224.55M,479.12M,645.39M,240.92M,528.80M,766.80M,6.15,10.91,6.15,224.29M,478.49M,635.94M,290.01M,344.26M,686.98M,139.09M,351.69M,1.02B,150.92M,7.42M,332.19M,290.01M,344.26M,686.98M,117.52M,247.76M,787.50M,3.41,0.14,6.46,197.14M,377.33M,702.88M,10.54M,3.78M,209.88M,340.46M,434.59M,728.82M,201.31M,379.87M,705.25M,,,,,,79.12,,,,10.83,,,1.30B,2.57B,5.52B,,,,110.29,166.74,148.71,170.33,737.03,,120.34,207.88,269.69,,,72.19,,,1.01K,,,1.00K,,,1.21K,13.94,4.96,2.04,13.94,4.96,2.18,,,0.89,0,0,0.12,0.41,0.72,1.15,0.78,33.37,2.37,0.41,0.72,1.05
41,41,BMY,pharma_major,22.56B,26.14B,42.52B,6.39B,6.44B,4.49B,4.92B,3.44B,9.02B,3.01,2.01,3.01,7.10B,8.25B,14.98B,34.99B,129.94B,118.48B,20.86B,78.25B,80.60B,14.13B,51.70B,37.88B,34.99B,129.94B,118.48B,7.35B,47.54B,51.67B,8.64,23.16,16.85,5.94B,8.07B,14.05B,874.00M,9.77B,10.86B,3.54B,7.62B,1.15B,4.99B,7.23B,13.30B,17.3,31.95,,3.77,4.2,3.29,14.33,13.62,9.97,6.02,2.77,3.68,83.65B,142.14B,175.26B,11.79,17.14,11.63,14.36,4.17,7.26,38.18,10.48,20.16,25.63,5.96,9.87,71.25,65.98,51.04,28.34,24.63,10.56,31.46,31.55,35.23,21.81,13.15,21.2,1.5,1.37,1.47,1.61,1.6,1.58,5.49,3.24,6.54,0.66,0.32,0.34,0.21,0.37,0.44,0.52,0.92,1.36,0.16,0.34,0.41
42,42,BOLT,pharma_major,0,215.00K,231.00K,11.63M,30.97M,49.18M,11.59M,30.49M,60.73M,0.33,0.87,0.33,11.33M,29.64M,46.68M,15.97M,48.45M,46.54M,3.55M,16.79M,46.19M,12.42M,31.66M,349.00K,15.97M,48.45M,46.54M,40.00K,10.19M,36.10M,0.45,1.31,2.9,9.87M,25.52M,43.92M,290.00K,508.00K,20.59M,19.09M,47.80M,36.21M,10.16M,26.03M,47.18M,,,,,,,,,,,,,,,,,,,,94.65,127.86,,138.32,379.46,,119.16,164.8,,,,,14.40K,21.29K,,13.79K,20.21K,,14.18K,26.29K,5.12,4.15,2.25,5.12,4.15,2.25,,,,,0.01,0,0,0.21,0.78,0,0.32,103.44,0,0.15,0.74
43,43,BTX,pharma_major,23.34M,19.81M,5.80M,464.00K,1.21M,5.40M,259.00K,2.05M,4.42M,0.2,1.44,0.2,3.23M,1.96M,3.49M,14.86M,15.28M,4.19M,7.95M,10.19M,3.34M,6.92M,5.09M,851.00K,14.86M,15.28M,4.19M,3.81M,6.08M,2.09M,4.83,3.52,0.58,1.36M,2.96M,3.73M,1.58M,1.06M,960.00K,303.00K,1.31M,126.00K,717.00K,1.86M,4.00M,,,,0.22,0.32,1.13,3.84,2.14,,0.81,1.25,7.79,6.47M,9.15M,7.87M,2,2.99,,1.63,13.58,45.35,4.16,34.09,148.6,3.36,23.14,94.09,64.07,60.4,46.41,1.99,6.12,93.09,13.83,9.88,60.12,1.11,10.34,76.12,1.06,0.82,0.45,1.69,1,0.73,2.26,4.32,3.56,1.47,1.31,0.6,0.26,0.4,0.5,0.55,1.19,2.46,0.19,0.19,0.13
44,44,BVXV,pharma_major,0,0,0,21.44M,21.99M,19.82M,24.40M,30.65M,1.30M,3.73,3.75,3.73,21.36M,21.53M,19.11M,28.32M,33.51M,17.72M,32.76M,48.06M,22.27M,8.35M,18.83M,4.55M,28.32M,33.51M,17.72M,25.25M,38.01M,20.92M,1.28,2.88,0.39,15.91M,21.63M,21.09M,6.52M,2.02M,1.73M,23.45M,23.92M,3.99M,22.51M,23.71M,22.88M,,,,,,,,,,,,,36.12M,92.89M,49.12M,,,,94.11,99.12,5.06,621.68,,,147.43,170.86,15.87,,,,,,,,,,,,,3.53,3.86,0.17,3.53,3.86,0.17,,,,0,0,0,0.89,1.13,1.18,3.02,2.02,4.6,0.89,1.13,0.11
45,45,BXRX,pharma_major,0,0,493.00K,65.04M,47.07M,55.81M,73.67M,32.56M,76.10M,,3.48,,64.64M,46.59M,53.25M,35.02M,54.21M,68.73M,103.37M,70.93M,83.53M,68.35M,16.72M,14.80M,35.02M,54.21M,68.73M,0,773.00K,9.78M,,1.79,0.3,59.75M,50.04M,44.06M,3.45M,1.48M,639.00K,63.20M,69.27M,57.30M,63.12M,51.36M,44.70M,,,,,,39.65,,,,,,,,47.74M,1.01M,,,,217.36,72.97,123.79,,,,,,,,,769.37,,,11.32K,,,10.80K,,,15.44K,0.11,2.61,1.86,0.11,2.61,2.03,,,2.88,0,0,0.01,0,0.01,0.14,0,0.05,0.66,0,0.01,0.13
46,46,BYSI,pharma_major,0,0,180.00K,57.55M,40.31M,64.21M,54.87M,38.09M,60.97M,2.42,1.55,2.42,57.50M,40.23M,64.13M,7.06M,44.55M,117.04M,16.45M,13.42M,25.22M,9.38M,31.13M,91.82M,7.06M,44.55M,117.04M,0,3.94M,4.31M,0.33,1.09,2.26,39.96M,47.47M,43.12M,2.87M,10.08M,5.26M,13.25M,69.39M,111.90M,40.16M,47.47M,43.18M,,,,,,2.03K,,,,,14.28,5.41,419.47M,350.87M,264.06M,,,,275.09,147.56,75.46,568.3,338.37,102.81,568.3,294.3,97.16,,,,,,35.67K,,,35.63K,,,33.87K,0.36,4.06,8.24,0.36,4.06,8.24,,,,0,0,0,0,0.09,0.04,0,0.13,0.05,0,0.08,0.03
47,47,CALT,pharma_major,0,19.54M,94.95K,15.31M,2.95M,40.64M,15.18M,3.44M,47.09M,0.58,0.09,0.58,15.30M,2.75M,40.34M,73.14M,90.29M,183.43M,3.41M,6.10M,30.46M,69.73M,84.19M,152.97M,73.14M,90.29M,183.43M,0,648.43K,582.77K,3.96,4.35,5.9,14.73M,7.51M,33.59M,0,1.91M,27.68M,82.36M,21.02M,92.42M,14.73M,7.52M,33.59M,,,,,,7.94K,,,,,,5.7,,,639.15M,,,,37.59,4.21,34.41,41.14,4.47,40.67,41.14,4.46,40.59,,,,,15.08,42.80K,,14.1,42.48K,,17.63,49.60K,21.43,15.39,9.82,21.43,15.39,9.82,,,,0,0.24,0,0,0.01,0,0,0.01,0,0,0,0
48,48,CDAK,pharma_major,0,388.00K,2.92M,38.37M,80.15M,90.92M,44.54M,77.96M,91.67M,3.1,4.88,3.1,36.64M,77.38M,86.56M,97.66M,115.96M,151.34M,5.63M,94.01M,136.77M,92.03M,21.95M,14.57M,97.66M,115.96M,151.34M,0,9.57M,62.98M,5.81,10.27,0.78,30.57M,1.70M,73.48M,78.54M,11.67M,52.01M,58.00K,9.76M,99.70M,32.39M,12.18M,94.53M,,,,,,208.18,,,,,,41.66,,,580.91M,,,,38.41,72.99,68.59,40.25,136.79,502.03,40.25,126.19,170.4,,,,,20.66K,3.12K,,19.94K,2.97K,,20.09K,3.14K,18.6,4.76,5.24,18.6,4.76,5.24,,,,0,0,0.02,0,0.08,0.42,0,0.44,4.32,0,0.08,0.41
49,49,CGEM,pharma_major,0,0,0,14.59M,22.27M,60.34M,14.19M,20.66M,51.80M,0.33,0.48,0.33,14.54M,22.20M,60.27M,34.64M,100.46M,214.71M,1.39M,2.60M,14.39M,33.25M,97.86M,200.31M,34.64M,100.46M,214.71M,0,0,0,0.48,0.92,1.75,13.55M,20.90M,29.77M,261.00K,35.40M,5.42M,29.00K,85.72M,140.14M,13.81M,20.92M,29.78M,,,,,,,,,,,,,,,,,,,,30.58,32.87,,31.51,34.74,,31.51,34.74,,,,,,,,,,,,,25.85,39.67,14.82,25.85,39.67,14.82,,,,,0,0,0,0,0,0,0,0,0,0,0
50,50,CKPT,pharma_major,3.51M,1.71M,1.07M,36.74M,24.85M,23.20M,36.37M,24.71M,23.08M,1.27,0.7,1.27,,24.85M,23.20M,24.90M,26.97M,42.60M,13.09M,8.12M,7.22M,11.81M,18.85M,35.38M,24.90M,26.97M,42.60M,0,0,0,0.35,0.35,0.51,25.80M,21.37M,16.55M,0,0,0,28.57M,25.45M,31.25M,25.80M,21.37M,16.55M,,,,14.82,35.55,138.4,,,,5.25,4.93,5.2,29.97M,34.65M,107.18M,,,,157.05,95.3,66.36,270.92,161.25,85.13,270.92,161.25,85.13,,,,1.05K,1.45K,2.17K,,1.45K,2.17K,1.04K,1.45K,2.16K,1.9,3.32,5.9,1.9,3.32,5.9,,,,0.15,0.07,0.03,0,0,0,0,0,0,0,0,0
51,51,CLNN,pharma_major,,,206.00K,323.94K,16.33M,20.21M,277.31K,16.16M,19.28M,0.14,0.93,0.14,323.94K,15.43M,19.21M,47.16M,14.88M,68.24M,42.16M,9.99M,67.90M,5.00M,4.89M,341.00K,47.16M,14.88M,68.24M,,2.88M,4.32M,2.52,3.9,0.01,205.37K,12.96M,18.79M,46.00M,294.00K,387.00K,46.95M,5.27M,69.39M,,13.25M,19.17M,,,,,,765.59,,,,3.93,4.42,1.57K,,248.83M,102.76M,,,,1.17,108.59,32.95,11.1,330.57,721.85,,219.8,,,,416.99,,,9.81K,,,9.33K,,,9.36K,,2.19,5.38,3.56,2.2,5.4,,,,,,0,,0.19,0.06,,0.59,12.68,,0.17,0.06
